name,version,hash
python-django-csp-doc,3.7-2,f1f6f8f39b3049a3ecf38451956e6251
games-arcade,4,c0f65c9b9f3772d7e2a22a5fcc161302
libgm2-17-alpha-cross,11.2.0-9cross1,ae4a23a49941c9df7b48c7ed5fa2d2a7
libargon2-dev,0~20171227-0.2,489dd0f1adaf17e311973493190d1946
guile-sqlite3,0.1.3-3,95c6fe0cc24f484d4a0f144e58b98e9a
libvidstab1.1,1.1.0-2+b1,ad8beb2cd9d8fc357d62f6a3d5454e6c
usbsdmux,0.2.1-1,113d180d80d6dfe6afd2390e8f23a75d
libxio0-dbg,1.7-2,c022b7a00876196461bb2cfd8e1aaa67
libgl1-mesa-dri,21.3.3-1,759b0fca2787acd39740b8ea621b2f76
bacula-director-sqlite3,9.6.7-3,467ddf0dd6dd0044b6b87c1f3d1e3db9
libstdc++-10-pic-amd64-cross,10.3.0-8cross1,16f9357e7efb42ea71d788d7cc3cb9c9
node-webpack-sources,1.4.3-1,8937e85f706bf914e1912cecd34bfc31
libecm1-dev,7.0.4+ds-6,37198744838dd08669aeb4b5e723d4c9
g3data,1:1.5.3-3+b1,88480cf42fc6718e8a00f606bd022953
libnetcdf-pnetcdf-dev,1:4.8.1-2,b67b891c4b1a85e08d96a09cdf7c0cb8
libghc-token-bucket-prof,0.1.0.1-11+b1,f3c4752793c7d78a353dbdb3f39c3903
libboost-stacktrace-dev,1.74.0.3,02b21780b0ad640ad240e12b9c7c5203
dist,1:3.5-236-1,30cb2701be94348d7413655f07ee4ce5
gconf-defaults-service,3.2.6-7,53b663d6d1ce05810bdd185e978965fe
python3-cli-helpers,2.2.0-1,406e89b8c31e4ae70182798850966ac3
radeontool,1.6.3-1+b1,916fce7ee36f680a2c17aba08be65dc8
libxss-dev,1:1.2.3-1,559f3a19d31681febfc3e087844f1b35
openscenegraph-doc,3.6.5+dfsg1-7,3337186faa2119c72ae8d7bdfe1e83b9
x2gothinclient-cdmanager,1.5.0.1-7,2778cfec18c6d09d13700b368af3089f
librust-gumdrop-derive-dev,0.7.0-2,c910c21f092f159b67b1360e0395823c
libmoosex-hasdefaults-perl,0.03-2,0b136aac1167abf267d0a2a7fc6035ee
libips4o-dev,0.0+git20190618.2206938-2,b79e9d34fac6a1fc9eedf7928547a807
libgtksourceview-5-doc,5.3.1-1,b9d0cf3daa60a024ded7776b11d438fc
libb-hooks-parser-perl,0.21-1+b2,50568b455a649ce2ed475139805e169a
libgrilo-0.3-dev,0.3.14-1,2b62e2b857ff9b0d008a2470eab9837c
nexus-tools,4.4.3-5,46e6e9989e427ed9a7b5edc522bf85ce
librust-crossbeam-epoch+std-dev,0.8.2-2,da6e201a886f1348f8df7b582c49f99a
libjson-c5,0.15-2,af09fee5d69f8c374b0a0a1eb705acd2
libcpanplus-perl,0.9914-1,67a0ac4bffb97e7932bdab02ade9ad38
libx32gomp1,11.2.0-13,d62a66eb664e63a32870443eab319ca2
lib3ds-dev,1.3.0-10,5b68bd47c82b0c6724612d0ffb09abad
procmail-lib,1:2009.1202-4.1,ef7e8ada862f45eb31f6b3f563d70345
libghc-unix-compat-prof,0.5.2-2+b1,90003a298891c47b47077a6bd3e9f18d
libmultiverse-core-java,0.7.0-5,d35248f32d53b3844dc29244fc662c86
ruby-clean-test,1.0.0-2,688992cfd206f3dfaae35ee4b4c03391
libsuperlu-dev,5.3.0+dfsg1-2,9730c06c9fa810820ee72d6547445982
r-cran-getoptlong,1.0.5+dfsg-1,f10d7e9d2f65a3ab789f69b3519d2d36
ruby-ecma-re-validator,0.3.0-2,6d02dc7f2fb6e2d73ebca795d2e80620
libghc-data-clist-doc,0.1.2.3-1,a1114205b6610ba3685b627027b4b259
librust-md-5-dev,0.9.1-1,b22f94fa5934491722a2a4a288ac2c4a
dnss,0.0~git20200927.0.6aad832e-2+b3,2b3031aa8466b958c046f0bc1849d5d2
libpqxx-doc,6.4.5-2,365a15b33b43e2e53f306e0c0f87b9d9
budgie-workspace-stopwatch-applet,1.3.0-1,30cafc42ba173e20585b5f07d6f101d2
esnacc-doc,1.8.1-1,d91e3d4bb7b821dde221ca4b92b36e91
python3-pyhcl,0.4.4-2,217b0f0b680716a678a84efe7c7fd268
ruby-active-model-serializers,0.10.12-1,05f372f99aee29e3b223c621c03db92f
i8kutils,1.43+nmu1,eb7abd9742b47e9867beb137d2abab20
python3-music,1.1.16-1.1+b2,bb156055e2e327ad05a8543b4d2c86a0
libmodule-install-authortests-perl,0.002-2.1,8954158274e62d6e6a2d728065f4bdbc
okular-mobile,4:21.08.3-1,f72316990b49fc30fa03cccf6a6c967f
libmpris-qt5-1,1.0.6-1,cbc9f345f62dbcb375860d1d4a862e85
listserialportsc,1.4.0-1+b1,a505cbf6236d60ee38aa624ed7e4d5e8
python3-logilab-constraint,0.6.0-2,0e25a239b1404e4b35c5e5959bf6a829
mldemos,0.5.1+git.1.ee5d11f-4+b1,efffa663e6a14d1813a988866d80c3ad
node-vows,0.8.3-6,3df11aaf89eae7d00fc935c24339c3c0
libdata-messagepack-perl,1.01-2,c4621b2b7c466e143261b22add6cb76f
cpp-10-mipsisa32r6el-linux-gnu,10.2.1-6cross1,9924a59836de3178ecab7fe94361f9d9
pki-javadoc,11.0.0-1,f7e6934d380e1144d406f4782cd361e3
elpa-org-d20,0.5-1,ff0fb15018c30e706fb02ab733746955
idesk,0.7.5-6+b1,6a8f763c72e762637d372d915cea0d39
migemo-el,1:1.2+gh0.20150404-7.1,9a0e8b0d2e9397d38a0dbb995a982933
python3-uritemplate,3.0.1-1,122daaa66dcb23f88aaa053839441d43
libjs-prototype,1.7.1-3.1,901eead7a3839e12f0b17f72032c2f9c
librust-tokio-sync-dev,0.1.7-2,5a6ea4f923d18923870a82e7cd46223a
libkf5libkdepim-plugins,4:21.08.1-1+b1,0cc230488324a33fbcd065b66a4d3dbf
libsndifsdl2-dev,0.8.3-2+b1,c50e862b6facc9b77064b5e3dc501e6c
live-task-lxqt,11.0.3,3f25f986670b9f9e9916204aaf164df4
librust-regex+perf-cache-dev,1.3.9-1,f8c523a15b75ce9ecc0c90bf58a9242e
libcoda-dev,2.23-1,27f1524584b7c7ff85d58846c3bbeab5
libxfce4ui-2-0,4.16.1-1,2d6097db036cf97308eae99a2ddf3f35
fntsample,5.4-3,9f715e9cd949247c3dd6f33c4ae2771c
roaraudio,1.0~beta12-4,980a3d267d23dac49f219b7973282608
librust-object-dev,0.12.0-4,d48ac59f239a629b405ecade60d7b92a
tcpxtract,1.0.1-16,0e2c431ce9bd493cb15d8faafa2d7be3
tin,1:2.6.1-1,aeeefbea071246718de34b8aa2c2e65a
libmono-parallel4.0-cil,6.8.0.105+dfsg-3.2,290c1ec386079f0b5ed9169a9dc577c2
qbs,1.19.2-1,a16abe6b86cedbc808a9a4361b0bc9c6
bind9,1:9.17.21-1,9d760d461bc3a7caabb543f0b061d034
libnewmat10ldbl,1.10.4-8,2f9c002975fd854dc02e7dd90d992428
edac-utils,0.18+git12-gd98769e-1,78c7a8cd572f7f5626b774bfd751eb34
python3-abydos,0.5.0+git20201231.344346a-6,21ab6fb828aeee1bd10efb2090ab2f7e
elpa-beginend,2.2.0-1,9b94aa8e3ec5383b9b5d650cb9382a00
dma,0.13-1,ccd071f35284672dcf3b5258377f17fc
libnginx-mod-http-perl,1.18.0-6.1,0797b49d16c4e5c47942349a8916507e
libboost-wave1.71.0,1.71.0-7+b2,b8fa6f5bc5ad345ce3e043389f143c51
fonts-takao,00303.01-3,10f31aee272e399930ac94189c330380
libk5crypto3,1.18.3-7,d656139d47ff9a2a9ae92225af22d57d
anthy-common,1:0.4-2,c9fdbd872267ecef8f6e1ba8e671fa31
libcatalyst-plugin-session-perl,0.41-1,c034e3be84d5c9eb553ebd8b665b397d
libhtml-formatexternal-perl,26-3,ab2d540be1915b56f34f49647f8acfa9
libunix-configfile-perl,0.6-3,f89c2ecf9ab6645e3fb7342b349666fc
php-klogger,1.2.1-4,0fb8686e46a0a286a26bc3d79163604b
publican,4.3.2-3,a9ee751d0f528da476a5a9ad2fe0410a
libghc-websockets-prof,0.12.7.1-1+b4,259816ef7338454ddd284c7f7a8aad93
librust-plain-dev,0.2.3-1+b1,86183f7f5415aee32e5626e17b88f668
python3-pylint-plugin-utils,0.6-1,330c6ff3e4881797cb5cf7d0d45551e8
mapserver-doc,7.6.4-2,e99af73f0f6b6d2e5e87f6671de5ef65
astroid,0.16-2,d2f4ba5303e068c7e91625bb88ad429b
dvidvi,1.0-8.2+b1,3de3740a18a506f0ab9538a0cd298da8
librust-gio+v2-52-dev,0.7.0-1+b1,d10895a4fd20c17113366e63bcd9502e
ruby-minitest-shared-description,1.0.0-2.1,3b79b4622ed713f91b9ef0de1c65ad9e
libreoffice-l10n-kk,1:7.2.5-1,1215ae38c31df72f8d1d36e499c4f159
librust-gumdrop+default-expr-dev,0.7.0-2,72a201cdf4165fbab7ad57128a05cd4f
libauthen-libwrap-perl,0.23-1+b5,915d8f88782520a222d1a71a2a5d2bd1
libbtrfsutil1,5.15.1-1,4016198b746e1ca60b5dbccab61e3a8d
gnocchi-metricd,4.4.0-2,2c1f366f92b84cb422e9b442dc1285de
libcrypto-random-clojure,1.2.1-1,f639983038989440bc8be1de556ca5c1
shotcut,21.12.24+ds-1,caff30db798b058e0ea860aa9e2cbccc
libx32quadmath0,11.2.0-13,430a1e9527cb6e2332b9f6e6fe8ff117
librust-addr2line+alloc-dev,0.10.0-3,96b8c0fd32d4c68fec4b34d26cbd6f6b
systemd-sysv,249.7-1,c41e840b294e8b9dfa62ceb5f94103a8
docbook-defguide,2.0.17+svn9912-2,4efa3e7dbe8d74e213b96b5b510ebafa
systemtap-common,4.6-1,189f76dbf480669ad56acff5022873ba
libecore-fb1,1.25.1-1,450f8da4facaf0fbbb144ec80316473e
postgresql-14-ip4r,2.4.1-6,213591503cbcfd6ff6ca0e218821df5a
libbtrfs-dev,5.15.1-1,ccc403b68eb8b405c694b7cb8807e111
libstdc++-10-pic-alpha-cross,10.3.0-8cross1,b7a98f0eba46637aa7842fc1dbb43bff
mc-data,3:4.8.27-1,2d7b53862ff4e3a48cedabc83f59ff0b
libghc-regex-applicative-prof,0.3.3.1-1+b1,1587ee605cae693dcda43c50033da84b
python3-pynwb,1.2.1-2,c2409c23d3f90f13bdd6d4ae9fe4cb32
libminicoredumper2,2.0.1-1+b2,7e2ca6f1521cb77443a6b085c4d2a465
python3-dolfin,2019.2.0~git20210928.3eacdb4-2+b1,aaba4261e0fb31e087738fcfdee809df
golang-github-hashicorp-yamux-dev,0.0+git20190923.df201c7-1,7be67a8180aaa7acfb5956dfaa8f24bd
libnews-scan-perl,0.53-4.1,9b165d23d6476a750f25ac9ef2c07e37
libacl1-dev,2.3.1-1,b2c4892444c75fe67ae36de8d2a5f115
libgsettings-qt1,0.2-4,8539496121509b45c9d7be5ff85ef4f1
zoxide,0.4.3-2+b1,d34d3e5b68cd7e11fbc98aa7d63e6252
libbellesip-dev,4.4.21+dfsg-1,97442bff908986d8d99d306cae23379c
libqdbm3++c2,1.8.78-11+b1,c73e6f0b3607311911abfe685e4d51ef
lcl-gtk2,2.0.12+dfsg-6,cc08330371cceb14ca307ade27bf23f9
ckeditor3,3.6.6.1+dfsg-7,5e68c9404d60c5e960318f48b7515771
libghc-load-env-doc,0.2.1.0-2,399b791cb02e57b23ad48884e61a9841
libmd-dev,1.0.4-1,8840341f04224074902739c88155dd78
myspell-nn,2.2-4,1226d31e8857887651da509fa40c5a95
gm2-10-x86-64-linux-gnux32,10.3.0-8cross1,88ac1d31258dd88d3e6e9da4040d2a6b
polybar,3.5.7-1+b1,b76508cef82aba4b9ed72494ed599bfa
bgpq3,0.1.35-1+b2,f998155318ce880dbb8d0e56bebf1136
qt5-ukui-platformtheme,1.0.7-1,22d2c056302c6b7ed53f3620667938d5
toppler,1.1.6-3+b1,b9d6566675af93b15a3076c71cd8407a
php8.1-gmp,8.1.1-4,e19c2a7c5058bc96b0c27e5d5f33f021
libxshmfence-dev,1.3-1,38dade3b70ee34e0ed4b36e4aa07d351
libmath-calculus-newtonraphson-perl,0.1-2.1,9dd3e9a5e16efc8d62981ebca242c129
libxcursor-dev,1:1.2.0-2,e3c4867421374e269169b7ee7bd2996f
fonts-lohit-deva-marathi,2.94.2-3,f2f200ebf72112411445fbd83ae1107e
popularity-contest,1.73,cfd3d80798d1cec04c57bd4b2d21f3e3
libdsdp-dev,5.8-9.4,61f48d6a8c185bc9d105ee2758457965
elinks-doc,0.13.2-1,bb14cf430d8e59346d53df1696545414
forge-doc,1.0.1-3,6e235a34d64149d022749d49975189cf
pd-wiimote,0.3.2-4,1eaeba329b38975a7deea6660c2ed9c1
libangles-dev,1.9.13-2,1c6bf481ecae8b78a3429834e22d01ff
python3-feedparser,6.0.8-1,a7272873c8e6bf1a63cf99a77207a2c8
designate,1:13.0.0-3,468e16a5f559213ed226cbb4c3258878
ocamlmakefile,6.39.2-1,790341609521cc3189974eab8428eaa9
r-cran-rook-examples,1.1-1+dfsg-3,fe16185f4a62aa06c48fd5398851aba7
libodbc2,2.3.9-4,f6e71a7c32bfa985cc441656abc5e7c6
pcb-rnd-extra,3.0.2-1,de5f7798acea49801561dea4709e5060
php-symfony-firebase-notifier,5.4.2+dfsg-1,205591938a9708ec5e2aa6cbb8353a4c
libfannj-java,0.3-2,a228dbba5cd51e75198a9742cb57872b
cl-heredoc,0.1.0~git20210329.a8c8a35+ds1-1,c7b28793a0d4fa810f9fcd63b70e3c7c
libmail-mboxparser-perl,0.55-4.1,8cec3007331f2ea0c6b9649beb3ca3b7
libdune-geometry-dev,2.8.0-2,a57dd3440f3ad2501fd0524f695d9e52
golang-github-glacjay-goini-dev,0.0~git20150730-2,3c7cab3df71f35c1c8021059c3ce9e2c
libiw30,30~pre9-13.1,766babd5ff28983f56c30ebcbb06e008
brewtarget,2.3.1-3+b1,5e533f9253faa7fde17e11dae19f10bf
qml-module-qtgstreamer,1.2.0-5.1,e0e8cffc7ab5bd2cd2e6916036c9bddf
myspell-ru,0.99g5-27,19b7c26399ff3a3920120d6c63898cce
libbpp-popgen-dev,2.4.1-6,8ab7497abaf9b30dbb1e58c17df67ac2
uftrace,0.9.4-0.2,087cb37f82d3249fc5007e23e4e24475
libghc-secret-sharing-doc,1.0.1.2-1,373bd1ad5613cbbe41588111caa82d09
puppet-module-puppetlabs-augeas-core,1.0.5-2,cc878184502f7cc17d0f2976d2c238fe
libjoint-state-listener1d,1.15.2-4,c2baf1ceea7fc1d2a27ce4bc0280c63f
gcc-mingw-w64-i686-win32-runtime,10.2.1-6+24.2,4ac5c1c72d8203baf21cfa78990dd527
libghc-void-doc,0.7.3-2,500bed6e09621f02d45e9729cf4c750c
libjloda-java,2.1-1,3f6e2e9e38acd61e410e1aff094e89bc
libghc-tasty-doc,1.2.3-1,3952b4332f7261f9ddb687d1c249fbf7
libredis-perl,2:1.9980-2,7c04c80f14e3ac850fd3d63ff326e39d
gweled,0.9.1-8,f5d81b06fadfc627260cd3e16601b0cf
pgtap,1.2.0-1,4bb9ddb6725cec9b3bcd7e9d594eda05
libextractor-plugin-ole2,1:1.11-5,e39e2ac0d02c0315e07b5ad54fa5575c
libghc-text-zipper-dev,0.10.1-5+b1,6aae056ed2e837fae62076c101bca93f
collectl,4.3.1-1,576527c01af19d642542dc1647ec8e54
libpamtest0,1.1.4-1,394a6888990d4a32694fb73500ff1ee8
libbinutils-dbg,2.37.50.20220106-2,33c484548a89563d069669ff6b55c79d
golang-github-emicklei-go-restful-swagger12-dev,1.0.1-3,714d397d4fa0785ec59a85beaa59e94e
python-lxml-doc,4.7.1-1,4e506f91759f5c76c1d63cd520f3d647
frr,8.1-1,e1eb09f0fe69c98a94fb07dc0667c154
tircd,0.30-4.1,117b0aeaa2c20f3358c5301bc40d3d06
libinsane-doc,1.0.9-2,7c7b9a3aff6e2fe66a29cf66ec60dc27
python3-javaproperties,0.8.1-1,7a73b29bc4f93b6e45d1322b1f21167d
wesnoth-1.14-ttb,1:1.14.17-2,62233a72d4c18a0824045fa830937c2a
python3-ddt,1.4.2-2,2a35b9de7472d96c785e6164a3d99d1c
libc6-i386,2.33-2,65566aae3bfdc72ffd71655dcf38e22f
libeclipse-e4-core-contexts-java,1.8.400+eclipse4.19-1,dfdb785784d3c4b272f13e013dbaed80
libgomp-plugin-amdgcn1,11.2.0-13,8167334e5406521b011e703a189dab67
elektra-bin,0.8.14-5.1,d794a3ab7c8b153c06036db6cc982d66
r-bioc-geoquery,2.62.1+dfsg-1,a25b62429cb7eb665ee2e115e2e72da3
lava-dispatcher-host,2020.12-5,bb79a746b4deb44020e7a391eeaf54d6
fcitx5-module-pinyinhelper,5.0.10-1,a2dd49755e72919b2edaf84eb213d586
liblwjgl-java-doc,2.9.3+dfsg-5,121de5dfd2fb3f765c36eff8cdbfb689
guile-gnutls,3.7.2-5,098b1ec684d6c2aa0bc6672fa92e1022
qtbase5-examples,5.15.2+dfsg-14,e893cc81ca2100f4ddc068500af51580
7kaa-data,2.15.4p1+dfsg-1,8805923bf3572f48d1eb1d2f6db445a8
bless,0.6.0-7,952ba716123c6af623950feb82dd6690
python3-transip,2.0.0-3,e2393c9d82682b4cd8302721d5574e2a
libcitadel-dev,917-3+b1,7affc30514161aacb7b018fc12e41a42
tesseract-ocr-script-hant-vert,1:4.00~git30-7274cfa-1.1,dc523cf10f95124eebc0429597548fbd
libmasonx-processdir-perl,0.02-2,cdbcea749f3f55e50f5a2b69145f0607
libfreecontact0v5,1.0.21-11,4c8744df03029cabed8b6331249e3cc1
lincredits,0.8+nmu1,a50c15c00b8b9d32d221cdf7688fafb1
minicoredumper-utils,2.0.1-1+b2,4b39712d321c253e271f903352d908cd
zlib-gst,3.2.5-1.3+b3,db61d65bd6d43b1ba6df5768347046b1
postgresql-14-repack,1.4.7-2,e45a31dcd500f659197c3333d37f2640
pypy-scandir,1.10.0-4,30c1968e2b4d51f4a05ff07a2f596fc9
libghc-project-template-dev,0.2.1.0-1+b1,503fa60a0cf98993d504abf6c9e56e2e
libgfortran-11-dev-mips64el-cross,11.2.0-9cross1,4eb53aff2141b9a96cc509c140dc523e
fraqtive,0.4.8-15,b40ffbececd41db64f49d71db4ac8cac
python3-ipython,7.31.0-1,af6df1e946e3d4338735e7016d12ec25
libvirt-daemon-driver-xen,7.10.0-3,771edcf30a417d464f2431b3db53c949
kea-admin,1.7.5-1+b1,0dde225a3b7faa901428359f4569e19a
proguard,6.2.0-1,630a24cae77f948a85835e67636bdd22
libjs-jquery-i18n-properties,1.2.7+dfsg1-3,fbebcdf958918ce2684b828331f570c0
solid-auth,0.91-1,d4aaf15258a792b760a2acdc3f0b378f
r-cran-nlp,0.2-1-1,decbbc048ce0e8cf97e6786cc4c5b020
weirdx,1.0.32-8,cf0dc4068cbe6d7a1b6fbbb49d98771e
chrony,4.1-4,364134da05f1c85ccc9dec7311907149
debian-faq-it,10.1,a0ed34cf23b764cadcf02b84dd89e435
libktorrent-dev,21.08.0-2,ff12780540c1f3eb6617a10b8a4799e7
ruby-gettext,3.3.3-2,34c0730e8aa004357b556336c97a32c1
kconfig-frontends-nox,4.11.0.1+dfsg-6,82e096adccb7bd112c6d4c49b57e15a2
freefem-doc,3.5.8-7,ce1f674c1d3974e36801a3e4117b609c
libaio1,0.3.112-13,bc7d6cbd03fb6cbcb884c2a0a9e07b6c
octave-openems,0.0.35+git20190103.6a75e98+dfsg.1-3+b1,b9a2e8229d736a56102cc99eacc921a9
ros-image-view,1.16.0-1,691292a2f52cb26b14a4115188aead96
libgutenprintui2-2,5.3.3-7,b40076393b9579395fec92fa53e6b182
libbsd0,0.11.3-1,95d222d5b078a6a0069dcacc0afb3286
i810switch,0.6.5-7.1+b1,2a85eb4a68fae5fbca41650c13629ba8
libqpdf-dev,10.5.0-1,bf85970319bae1d360caf98700411f92
libopendkim11,2.11.0~beta2-6,ff9da788e2f4b94a20be6a9162c69fa9
librust-derive-builder+log-dev,0.9.0-3,675df1afcd33d29784b37287bdfac15c
libtagsoup-java-doc,1.2.1+-1.1,dff0eece083c0f6845158f964070863b
gobjc-10-multilib-mipsisa64r6el-linux-gnuabi64,10.2.1-6cross1,272600803d9d086b147b9e18702220cd
doctorj,5.0.0-6,2409a299710aab3d4e9c44437442ff83
libc6-dev-mipsr6el-cross,2.33-1cross1,15a471059548b60909cbb5c7bf84cba0
gobjc++-10-multilib-x86-64-linux-gnux32,10.3.0-8cross1,733f5486ac5f89127b920610eb8fa894
tetex-brev,4.24-1,5af95e30234e26d3057264f0f91e3378
lecm,0.0.9-1,0883ae125bcadd87b8be12977ec382d8
gcc-mingw-w64-i686-posix,10.2.1-6+24.2,43ff5f95e8c97a3d782c07613d9d1397
libgv-ruby,2.42.2-5+b1,37c2222aa9ee4aebfd37f004e2006d9b
bolt-lmm-example,2.3.6+dfsg-1,2362fb1b1ce7ac0d416771c7a9e72c03
librust-termcolor-dev,1.1.2-1,2c60fdf77f09a880d7baf1e04098d3ff
chai,4.3.4+repack1+~cs7.3.33-2,3138978bf4a4ee3431764b2d83bc27b2
python3-pcl,0.3.0~rc1+dfsg-11,0d6a6083c473300cdbfda0f4ad2e0f7e
libinfgtk-0.7-0,0.7.2-1,20cbaf7f0c5a37b443c63a574a28b396
icewm,2.9.4-1,bdc8c96297dde53d90ab94358d083122
librdf-icalendar-perl,0.005-1.1,726cb10dce3c27482496d64ec82f05aa
ruby-subexec,0.2.3+gh-2.1,f7b06dc90a65eae737c945a384a1fbaf
libtime-piece-mysql-perl,0.06-2.1,a07942296e319b0b3d43d804c3ca9e66
budgie-sntray-plugin,0.4.13.1-2,a8a2ee77e8dbb5122251de6a78fde7d3
libbotan-2-dev,2.18.2+dfsg-1,e2d1e49f3ff7617826536c308cac8ee6
libn32go-11-dev-mips64r6el-cross,11.2.0-9cross1,98fcbed9aca891960c8a5a73215d1495
vnstati,2.8-1,aa7db3bcf05f1e19646e0c6faef74029
grig,0.8.1-6,808340d04fb4c242d41b4402d6e20d91
khronos-api,4.6+git20180514-2,3a73b54f20a79e45e85c3ef843c11000
ruby-scarf,0.2.6-2,e7c5c59e1154b78cb599a2e2b3d6fb0d
librust-core-foundation+uuid-dev,0.9.1-1,c91b3ded9959eeff1b9e6b635003ac9e
fwanalog,0.6.9-8,379b4bdc9006c169ea9e25bb516bc5d9
libghc-hashmap-dev,1.3.3-3+b1,aaf62933f4e6e0a826ea01a0820cf0fe
libpam-chroot,0.9-5,3d9a081b8df4be21fdc5dae113278409
libproxy1-plugin-networkmanager,0.4.17-1,5d21a906b691e468593537eaa48c4fee
timekpr-next,0.5.2-1,13f5500058d429bdd592dd6bcb4f7001
node-tildify,2.0.0-3,3036dec434233aaa726709526f025092
userv-git-daemon,0.6.1-2,deb62f453e701967109294e3a587832e
libkpimsmtp5abi1,21.08.1-1+b1,c4c4550706105a3049e8764df7a08eef
golang-github-gdamore-encoding-dev,1.0.0-2,ba7589a152ca6e8b3dfab9b43c46de21
omnidb-server,3.0.3b+ds-3,b6d273ac82e900a50405d926804f70d7
librust-console-error-panic-hook-dev,0.1.6-2,19207265be93eefee0bf82c56748020d
libzulucrypt-plugins,5.7.1-2,468e71af9198cf836b16c4158ddb28e4
glance-api,2:23.0.0-2,8bd338dd71badbfc13daa6f21719d5ea
gfortran-10-mipsisa32r6el-linux-gnu,10.2.1-6cross1,635e21350448931cbdfc7bc0be458512
libgpiv3-common,0.6.1-7.1+b1,34e13d8c2d028d1f9849d009df1c0341
imagemagick-6.q16,8:6.9.11.60+dfsg-1.3,d16519f5c0428ac2a8984a25ca3f0f0c
valabind,1.8.0-1+b1,d66b25dbd8a7ee29ddc5f1f3a7b4b71a
glowing-bear,0.9.0+ds-2,171a9f55d479ea66e15114e78c1204cc
golang-github-dgryski-go-bitstream-dev,0.0~git20180412.3522498-3,0d1869fb553e7315770f4d6db39c5207
libglyr-dev,1.0.10-1,e5450da7557cd47fe59a4ab14a94fc36
freetype2-demos,2.11.1+dfsg-1,3412df796552085c11a7716cd42ee447
libguytools2-dev,2.1.0-1,1bf7fb0705727b343054eda5d2b9798b
libmodule-install-autolicense-perl,0.10-1,3502641cf5932f2bd0cc0454835f3d2e
massif-visualizer,0.7.0-2,0e50255235841656f99f4affb48d35ef
binutils-mipsisa64r6-linux-gnuabin32-dbg,2.37-10cross1,349db875426b7da7b3c6a409c618cc59
libxml-xpath-perl,1.44-1,804a14285663427ea58b20b04bfa183a
cura,4.8-5,933d0c6250bb90edc947a21a84b75a82
modsecurity-crs,3.3.2-1,ce6aaca1dcea5d9c557b4b8ad38ac2d2
omniidl,4.2.2-1+b1,59ed1cfdfc50c795e46b77be7dfca69e
gnome-nibbles,1:3.38.2-2,eb759345b1f073bc0793600cf3c78078
vim-tlib,1.27-5,bc60ee0eb55c516d1457169078a2cca5
libapr1-dev,1.7.0-8,ecb3274f90530272b56a94142b6e0b56
braa,0.82-6,ed92eea47b8566ee263fc994b7cff40d
dvi2ps-fontdata-ptexfake,1.0.1-3.1,3ec6920efd793dd474af208da9acddff
libpacklib-lesstif1-gfortran,20061220+dfsg3-4.4,a24e1fef7174abe48e6979fcfedc6af3
libsdl-image-gst,3.2.5-1.3,8f789e8d38d60af97e45fb0145ee3321
dnet-common,2.65,f4baa55fb3787b52a3da20ed9e799822
chromium-shell,93.0.4577.82-1,f37cdcd3f9e2dc84e057786aa587da92
libghc-tasty-hunit-prof,0.10.0.2-1+b1,5b7f672d24659526c1b14735831342e9
simple,1.0.0-1+b5,cf09c214bfaed92539823b43f092dee1
libjs-jquery.sparkline,2.1.2-3,00c8cfe6a65cf974121b3f8d8d5e2716
kpart5-kompare,4:21.08.0-1,8c02e2f35c08cab2efc02fc10c4c1e12
libgphobos-11-dev-mipsr6el-cross,11.2.0-9cross1,bc48122eedf41bc3daab1286b50b8521
node-mersenne,0.0.4-4,41f8fc3e5bf0b024203c5d55a6042bc7
vboot-utils,0~R88-13597.B-1,1c0d844ab910ef2f5166df0db536b2a4
libtest-subcalls-perl,1.10-1,d1c882445feb802a7b38d75fbc771977
x11proto-xinerama-dev,2021.5-1,852b859dcde86e15746ec8314e054692
minizinc,2.5.3+dfsg1-1,2f7416b8e3d776fa560be1cbfaa0c47f
libxml-generator-perl,1.04-2,6b5f6d141ae3673d8abd76d11d14fda7
iscsiuio,2.1.5-1,dee2ea1f4f2b5cfde2e599e236a799cb
libjglobus-io-java,2.1.0-8.1,26ae7cb8aa75d5aa5bfdceda2cf7581c
r-cran-gamm4,0.2-6-2,128114860bf2d83721e05c6035bf7547
libjs-zeparser,0.0.7+dfsg-5,e5801f9c5bddbf48273793bef2865bf5
xserver-xorg-video-openchrome,1:0.6.0-4,7b1c17beabc40d0ca9c0aff5ce2b003e
libghc-monadrandom-dev,0.5.2-1,2519d9904fd3142682b4710d33183d8b
librust-sequoia-openpgp+crypto-nettle-dev,1.3.0-4,e839e3f40ddb20d6476a7c34f60afbd6
python3-stevedore,3.4.0-2,d85096514071cfeae7ca0be5b0bc75bd
libtickit3,0.4.1-1,5842d3b178a2e20fc1614d0cfce33a21
asterisk-core-sounds-es,1.6.1-1,04c6181f4c5fcb55005e7cc119df1c48
libsrecord0,1.64-3,5745ee33b7560928935805d3c61dd33d
tz-converter,1.0.1-1,24b9214aeecf22620db35cf56198e3ef
libargtable2-0,13-1.1,9309a8b1623bccf6e4195f7622c4d401
libjpgalleg4-dev,2:4.4.3.1-2,822ab8a5fba47642e09876b637474f85
dh-cargo,28,de7257b753ad2173ef5a9dd9efbba55b
fondu,0.0.20060102-5,e15e5d99bfc6c86fe187eebad2e08c38
elpa-bind-map,1.1.1-5,f88ba9cb5518e54c700839c9ff824a7d
